[ 2023-08-18 21:31:27,966 ] Using spritesheet cache size of 910
[ 2023-08-19 19:27:38,979 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342219315 found"
[ 2023-08-19 19:28:47,956 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"  was disconnected ( "The remote host closed the connection" )
[ 2023-08-19 19:28:48,023 ] Disconnected from gameserver
[ 2023-08-19 19:28:48,098 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-08-19 19:29:00,215 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-08-19 19:29:01,237 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Testezin" )
[ 2023-08-19 19:29:01,241 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-19 19:29:01,253 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-19 19:29:02,181 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-08-19 19:41:24,407 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"  was disconnected ( "The remote host closed the connection" )
[ 2023-08-19 19:41:24,492 ] Disconnected from gameserver
[ 2023-08-19 19:41:24,561 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-08-19 19:41:28,940 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-08-19 19:41:29,768 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-08-19 19:41:29,772 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-19 19:41:29,785 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-19 19:41:30,709 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-08-19 19:41:30,734 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-08-19 19:41:31,355 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"  was disconnected ( "The remote host closed the connection" )
[ 2023-08-19 19:41:31,423 ] Disconnected from gameserver
[ 2023-08-19 19:41:31,568 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Testerman" )
[ 2023-08-19 19:41:31,574 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-19 19:41:31,587 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-19 19:41:32,505 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-08-19 19:52:12,855 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"  was disconnected ( "The remote host closed the connection" )
[ 2023-08-19 19:52:12,965 ] Disconnected from gameserver
[ 2023-08-19 19:52:13,031 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-08-19 19:52:13,888 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-08-19 19:52:13,893 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-19 19:52:13,906 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-19 19:52:14,835 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-08-19 19:52:45,404 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-08-19 19:52:46,256 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"  was disconnected ( "The remote host closed the connection" )
[ 2023-08-19 19:52:46,325 ] Disconnected from gameserver
[ 2023-08-19 19:52:46,483 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Testerman" )
[ 2023-08-19 19:52:46,487 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-19 19:52:46,501 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-19 19:52:47,428 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-08-19 19:52:55,806 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"  was disconnected ( "The remote host closed the connection" )
[ 2023-08-19 19:52:55,913 ] Disconnected from gameserver
[ 2023-08-19 19:53:00,383 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-08-19 19:53:01,538 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Testerman" )
[ 2023-08-19 19:53:01,545 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-19 19:53:02,491 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-08-19 19:53:05,655 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"  was disconnected ( "Connection refused" )
[ 2023-08-19 19:53:06,705 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-19 19:53:10,805 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"  was disconnected ( "Connection refused" )
[ 2023-08-19 19:53:10,810 ] Disconnected from gameserver
[ 2023-08-19 19:53:11,999 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Testerman" )
[ 2023-08-19 19:53:11,999 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-19 19:53:12,944 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-08-19 19:53:16,106 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"  was disconnected ( "Connection refused" )
[ 2023-08-19 19:53:17,157 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-19 19:53:21,255 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"  was disconnected ( "Connection refused" )
[ 2023-08-19 19:53:21,259 ] Disconnected from gameserver
[ 2023-08-19 19:53:22,465 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Testerman" )
[ 2023-08-19 19:53:22,469 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-19 19:53:23,397 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-08-19 19:53:26,556 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"  was disconnected ( "Connection refused" )
[ 2023-08-19 19:53:27,556 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-19 19:53:31,656 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"  was disconnected ( "Connection refused" )
[ 2023-08-19 19:53:31,661 ] Disconnected from gameserver
[ 2023-08-19 19:53:32,847 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Testerman" )
[ 2023-08-19 19:53:32,850 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-19 19:53:33,787 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-08-19 19:53:36,955 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"  was disconnected ( "Connection refused" )
[ 2023-08-19 19:53:37,955 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-19 19:53:37,967 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-19 19:53:45,741 ] Retrying to obtain clipboard.
[ 2023-08-19 19:53:59,026 ] Retrying to obtain clipboard.
[ 2023-08-19 19:54:20,647 ] Retrying to obtain clipboard.
[ 2023-08-19 19:54:21,503 ] Retrying to obtain clipboard.
[ 2023-08-19 19:59:30,083 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342239166 found"
[ 2023-08-19 19:59:35,527 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342239166 found"
[ 2023-08-19 20:03:51,069 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342256734 found"
[ 2023-08-19 20:09:02,808 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"  was disconnected ( "The remote host closed the connection" )
[ 2023-08-19 20:09:02,963 ] Disconnected from gameserver
[ 2023-08-19 20:09:03,025 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-08-19 20:09:13,013 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-08-19 20:09:14,257 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Lady Broken" )
[ 2023-08-19 20:09:14,262 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-19 20:09:14,274 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-19 20:09:15,194 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-08-19 20:27:09,456 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"  was disconnected ( "The remote host closed the connection" )
[ 2023-08-19 20:27:09,547 ] Disconnected from gameserver
[ 2023-08-19 21:06:48,754 ] Using spritesheet cache size of 910
[ 2023-08-19 21:06:54,099 ] Asset loading complete
[ 2023-08-19 21:08:49,117 ] News query failed: "Unrecognized event news."
[ 2023-08-19 21:08:51,818 ] BattlEye: "Initialized (v1.249)"
[ 2023-08-19 21:08:51,818 ] BattlEye: "Restarting client is necessary, service isn't running properly"
[ 2023-08-19 21:08:51,819 ] BattlEye: "Restarting client is necessary, update required"
[ 2023-08-19 21:08:51,819 ] BattlEye: "Config entry: GameID tibia"
[ 2023-08-19 21:08:51,819 ] BattlEye: "Config entry: MasterPort 7171"
[ 2023-08-19 21:08:51,897 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Lady Broken" )
[ 2023-08-19 21:08:51,905 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-19 21:08:51,918 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-19 21:08:52,879 ] News query failed: "Unrecognized event news."
[ 2023-08-19 21:11:26,946 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"  was disconnected ( "The remote host closed the connection" )
[ 2023-08-19 21:11:27,046 ] Disconnected from gameserver
[ 2023-08-19 21:34:10,793 ] Using spritesheet cache size of 910
[ 2023-08-19 21:34:14,316 ] Asset loading complete
[ 2023-08-19 21:34:18,939 ] News query failed: "Unrecognized event news."
[ 2023-08-19 21:34:20,396 ] BattlEye: "Initialized (v1.249)"
[ 2023-08-19 21:34:20,396 ] BattlEye: "Restarting client is necessary, service isn't running properly"
[ 2023-08-19 21:34:20,396 ] BattlEye: "Restarting client is necessary, update required"
[ 2023-08-19 21:34:20,396 ] BattlEye: "Config entry: GameID tibia"
[ 2023-08-19 21:34:20,396 ] BattlEye: "Config entry: MasterPort 7171"
[ 2023-08-19 21:34:20,582 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Testerman" )
[ 2023-08-19 21:34:20,586 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-19 21:34:20,607 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-19 21:34:21,512 ] News query failed: "Unrecognized event news."
[ 2023-08-19 21:35:35,746 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"  was disconnected ( "The remote host closed the connection" )
[ 2023-08-19 21:35:35,831 ] Disconnected from gameserver
[ 2023-08-19 22:04:08,419 ] Using spritesheet cache size of 910
[ 2023-08-19 22:04:10,489 ] Asset loading complete
[ 2023-08-19 22:04:12,984 ] News query failed: "Unrecognized event news."
[ 2023-08-19 22:04:15,918 ] BattlEye: "Initialized (v1.249)"
[ 2023-08-19 22:04:15,918 ] BattlEye: "Restarting client is necessary, service isn't running properly"
[ 2023-08-19 22:04:15,918 ] BattlEye: "Restarting client is necessary, update required"
[ 2023-08-19 22:04:15,918 ] BattlEye: "Config entry: GameID tibia"
[ 2023-08-19 22:04:15,918 ] BattlEye: "Config entry: MasterPort 7171"
[ 2023-08-19 22:04:16,014 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Testerman" )
[ 2023-08-19 22:04:16,025 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-19 22:04:16,036 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-19 22:04:16,976 ] News query failed: "Unrecognized event news."
[ 2023-08-19 22:05:22,436 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"  was disconnected ( "The remote host closed the connection" )
[ 2023-08-19 22:05:22,527 ] Disconnected from gameserver
[ 2023-08-19 22:05:22,915 ] News query failed: "Unrecognized event news."
[ 2023-08-20 11:38:43,051 ] Using spritesheet cache size of 910
[ 2023-08-20 11:38:43,734 ] Using spritesheet cache size of 910
[ 2023-08-20 11:38:47,502 ] Asset loading complete
[ 2023-08-20 11:38:47,502 ] Asset loading complete
[ 2023-08-20 11:40:28,253 ] News query failed: "Unrecognized event news."
[ 2023-08-20 11:40:29,438 ] BattlEye: "Initialized (v1.249)"
[ 2023-08-20 11:40:29,438 ] BattlEye: "Restarting client is necessary, service isn't running properly"
[ 2023-08-20 11:40:29,438 ] BattlEye: "Restarting client is necessary, update required"
[ 2023-08-20 11:40:29,438 ] BattlEye: "Config entry: GameID tibia"
[ 2023-08-20 11:40:29,438 ] BattlEye: "Config entry: MasterPort 7171"
[ 2023-08-20 11:40:29,588 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Lady Broken" )
[ 2023-08-20 11:40:29,602 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-20 11:40:29,606 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-20 11:40:30,517 ] News query failed: "Unrecognized event news."
[ 2023-08-20 11:40:35,036 ] Using spritesheet cache size of 910
[ 2023-08-20 11:40:37,122 ] Asset loading complete
[ 2023-08-20 11:40:41,355 ] News query failed: "Unrecognized event news."
[ 2023-08-20 11:40:43,709 ] BattlEye: "Initialized (v1.249)"
[ 2023-08-20 11:40:43,709 ] BattlEye: "Restarting client is necessary, service isn't running properly"
[ 2023-08-20 11:40:43,709 ] BattlEye: "Restarting client is necessary, update required"
[ 2023-08-20 11:40:43,709 ] BattlEye: "Config entry: GameID tibia"
[ 2023-08-20 11:40:43,710 ] BattlEye: "Config entry: MasterPort 7171"
[ 2023-08-20 11:40:43,801 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Testerman" )
[ 2023-08-20 11:40:43,808 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-20 11:40:43,820 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-20 11:40:44,766 ] News query failed: "Unrecognized event news."
[ 2023-08-20 11:42:05,905 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"  was disconnected ( "The remote host closed the connection" )
[ 2023-08-20 11:42:05,941 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"  was disconnected ( "The remote host closed the connection" )
[ 2023-08-20 11:42:05,993 ] Disconnected from gameserver
[ 2023-08-20 11:42:06,032 ] Disconnected from gameserver
[ 2023-08-20 11:42:48,284 ] Retrying to obtain clipboard.
[ 2023-08-20 11:42:57,543 ] Retrying to obtain clipboard.
[ 2023-08-20 11:43:55,252 ] News query failed: "Unrecognized event news."
[ 2023-08-20 11:43:55,730 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Lady Broken" )
[ 2023-08-20 11:43:55,736 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-20 11:43:55,749 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-20 11:43:56,662 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-08-20 11:44:00,132 ] News query failed: "Unrecognized event news."
[ 2023-08-20 11:44:01,480 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Testerman" )
[ 2023-08-20 11:44:01,487 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-20 11:44:01,497 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-20 11:44:02,411 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-08-20 11:44:04,213 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342241813 found"
[ 2023-08-20 11:44:04,542 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342241816 found"
[ 2023-08-20 11:44:52,393 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342241814 found"
[ 2023-08-20 11:44:53,397 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342239143 found"
[ 2023-08-20 11:44:53,706 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342239184 found"
[ 2023-08-20 11:44:53,706 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342239183 found"
[ 2023-08-20 11:45:36,058 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"  was disconnected ( "The remote host closed the connection" )
[ 2023-08-20 11:45:36,208 ] Disconnected from gameserver
[ 2023-08-20 11:45:36,792 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"  was disconnected ( "The remote host closed the connection" )
[ 2023-08-20 11:45:37,013 ] Disconnected from gameserver
[ 2023-08-20 11:45:37,091 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-08-20 11:45:47,540 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Testerman" )
[ 2023-08-20 11:45:47,545 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-20 11:45:48,475 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-08-20 11:45:51,641 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"  was disconnected ( "Connection refused" )
[ 2023-08-20 11:45:52,641 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-20 11:45:56,741 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"  was disconnected ( "Connection refused" )
[ 2023-08-20 11:45:56,748 ] Disconnected from gameserver
[ 2023-08-20 11:45:57,953 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Testerman" )
[ 2023-08-20 11:45:57,991 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-20 11:45:58,881 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-08-20 11:46:02,092 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"  was disconnected ( "Connection refused" )
[ 2023-08-20 11:46:03,091 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-20 11:46:07,192 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"  was disconnected ( "Connection refused" )
[ 2023-08-20 11:46:07,197 ] Disconnected from gameserver
[ 2023-08-20 11:46:08,399 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Testerman" )
[ 2023-08-20 11:46:08,403 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-20 11:46:09,348 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-08-20 11:46:12,491 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"  was disconnected ( "Connection refused" )
[ 2023-08-20 11:46:13,491 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-20 11:46:17,641 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"  was disconnected ( "Connection refused" )
[ 2023-08-20 11:46:17,645 ] Disconnected from gameserver
[ 2023-08-20 11:46:18,811 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Testerman" )
[ 2023-08-20 11:46:18,813 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-20 11:46:18,826 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-20 11:46:19,755 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-08-20 11:47:49,843 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-08-20 11:47:50,390 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Lady Broken" )
[ 2023-08-20 11:47:50,393 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-20 11:47:50,404 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-20 11:47:51,322 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-08-20 11:48:02,271 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342241816 found"
[ 2023-08-20 11:48:02,708 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342241813 found"
[ 2023-08-20 11:49:42,405 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"  was disconnected ( "The remote host closed the connection" )
[ 2023-08-20 11:49:42,575 ] Disconnected from gameserver
[ 2023-08-20 11:49:43,043 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"  was disconnected ( "The remote host closed the connection" )
[ 2023-08-20 11:49:43,127 ] Disconnected from gameserver
[ 2023-08-20 11:49:43,192 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-08-20 11:50:28,398 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-08-20 11:50:28,898 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Lady Broken" )
[ 2023-08-20 11:50:28,902 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-20 11:50:28,914 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-20 11:50:29,850 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-08-20 11:50:32,669 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-08-20 11:50:34,032 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Testerman" )
[ 2023-08-20 11:50:34,038 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-20 11:50:34,049 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-20 11:50:34,959 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-08-20 11:50:43,418 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342241816 found"
[ 2023-08-20 11:50:44,185 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342241817 found"
[ 2023-08-20 11:51:42,707 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342241814 found"
[ 2023-08-20 11:51:45,102 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342241815 found"
[ 2023-08-20 11:56:33,793 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-08-20 11:56:34,157 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"  was disconnected ( "The remote host closed the connection" )
[ 2023-08-20 11:56:34,231 ] Disconnected from gameserver
[ 2023-08-20 11:56:34,441 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Lady Broken" )
[ 2023-08-20 11:56:34,446 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-20 11:56:34,453 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"
[ 2023-08-20 11:56:35,367 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-08-20 11:56:36,096 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342241813 found"
[ 2023-08-20 12:07:26,505 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Serverzin Floricapao"  was disconnected ( "The remote host closed the connection" )
[ 2023-08-20 12:07:26,579 ] Disconnected from gameserver
